lat,lon,road_class,traffic_weight
26.83535,75.7551643,tertiary,0.3
26.8412351,75.7435783,tertiary,0.3
26.8406451,75.7432922,tertiary,0.3
26.8907642,75.7357362,tertiary,0.3
26.8838482,75.7427745,tertiary,0.3
26.8882276,75.7506171,tertiary,0.3
26.9148787,75.7999407,tertiary,0.3
26.9144343,75.799582,tertiary,0.3
26.9018904,75.7924927,tertiary,0.3
26.9460426,75.7981173,secondary,0.5
26.9245475,75.818907,primary,0.7
26.7974552,75.7281708,tertiary,0.3
26.7945583,75.7281923,tertiary,0.3
26.797228,75.7283021,tertiary,0.3
26.7965363,75.7257693,tertiary,0.3
26.9413082,75.7939699,tertiary,0.3
26.8102158,75.7498697,tertiary,0.3
26.7762461,75.8314809,tertiary,0.3
26.7759546,75.831429,tertiary,0.3
26.8083146,75.8138056,tertiary,0.3
26.8063778,75.8160699,tertiary,0.3
26.935326,75.798455,tertiary,0.3
26.9172456,75.8029999,trunk,0.9
26.751606,75.8704763,tertiary,0.3
26.7502917,75.8710124,tertiary,0.3
26.9592972,75.7703646,tertiary,0.3
26.9601799,75.7646785,tertiary,0.3
26.9624076,75.7632189,tertiary,0.3
26.9606644,75.762828,tertiary,0.3
26.964305,75.7591187,tertiary,0.3
26.9626612,75.7574636,tertiary,0.3
26.9682555,75.7599772,tertiary,0.3
26.9644599,75.7568045,tertiary,0.3
26.9679471,75.7589918,tertiary,0.3
26.9699448,75.757328,tertiary,0.3
26.9701415,75.7588144,tertiary,0.3
26.9702653,75.7603333,tertiary,0.3
26.9702492,75.7584334,tertiary,0.3
26.9702385,75.757697,tertiary,0.3
26.9701807,75.7575742,tertiary,0.3
26.970148,75.7629949,tertiary,0.3
26.9702782,75.7629976,tertiary,0.3
26.9787056,75.7730341,tertiary,0.3
26.9787408,75.7732048,tertiary,0.3
26.9740187,75.7603343,tertiary,0.3
26.9762767,75.7638883,tertiary,0.3
26.9762639,75.7613083,tertiary,0.3
26.9857802,75.7571081,tertiary,0.3
26.9857756,75.7572693,tertiary,0.3
26.9876526,75.7615618,secondary,0.5
26.985291,75.7592383,tertiary,0.3
26.9851402,75.7598509,secondary,0.5
26.9850349,75.7597804,tertiary,0.3
26.9958079,75.7656776,tertiary,0.3
26.9595554,75.7673728,tertiary,0.3
26.9094856,75.7157779,tertiary,0.3
26.9116366,75.7230083,tertiary,0.3
26.9155878,75.7134566,tertiary,0.3
26.9158802,75.7114323,tertiary,0.3
26.9152834,75.7288266,tertiary,0.3
26.9153033,75.7277668,tertiary,0.3
26.9151893,75.7196494,tertiary,0.3
26.9152185,75.7292881,tertiary,0.3
26.9151993,75.7291052,tertiary,0.3
26.9054419,75.727051,tertiary,0.3
26.898392,75.729879,tertiary,0.3
26.8985245,75.7270019,tertiary,0.3
26.8976919,75.7248706,tertiary,0.3
26.8960169,75.7245344,tertiary,0.3
26.8949961,75.7243754,tertiary,0.3
26.8903724,75.7180032,tertiary,0.3
26.8896396,75.7180353,tertiary,0.3
26.8879176,75.7180827,tertiary,0.3
26.879627,75.7989654,primary,0.7
26.8808158,75.7994214,primary,0.7
26.9136096,75.7986252,tertiary,0.3
26.8387285,75.7938814,primary,0.7
26.8390309,75.7981385,primary,0.7
26.777141,75.8723842,tertiary,0.3
26.8836745,75.7984001,primary,0.7
26.8813233,75.7999339,primary,0.7
26.8819075,75.8002031,primary,0.7
26.8820134,75.8002668,primary,0.7
26.8828108,75.7966613,tertiary,0.3
26.881713,75.7971717,tertiary,0.3
26.9402167,75.7739673,primary,0.7
26.9401453,75.7757567,primary,0.7
26.9399808,75.7775894,tertiary,0.3
26.9400945,75.7751558,primary,0.7
26.9396873,75.7810179,primary,0.7
26.84942,75.8002976,tertiary,0.3
26.8696243,75.7874233,tertiary,0.3
26.9013359,75.7816167,secondary,0.5
26.8564006,75.6571758,trunk,0.9
26.9148246,75.7948838,trunk,0.9
26.8076905,75.8612959,tertiary,0.3
26.8729171,75.6953126,tertiary,0.3
26.8702191,75.6953971,tertiary,0.3
26.9646024,75.7254058,tertiary,0.3
26.8698298,75.8086219,primary,0.7
26.9239461,75.7132526,secondary,0.5
26.8081331,75.8692292,tertiary,0.3
26.8100737,75.8658568,tertiary,0.3
26.8100298,75.8657724,tertiary,0.3
26.8063947,75.8734789,tertiary,0.3
26.8172979,75.8742418,tertiary,0.3
26.8976129,75.9339452,motorway,1.0
26.8933537,75.929051,motorway,1.0
26.8939147,75.9292581,motorway,1.0
26.8992666,75.9366785,motorway,1.0
26.9610352,75.8450412,secondary,0.5
26.883072,75.7522341,tertiary,0.3
26.9154453,75.7435984,tertiary,0.3
26.9350873,75.7548359,tertiary,0.3
27.0059984,75.7966013,tertiary,0.3
26.8362738,75.7583758,secondary,0.5
26.8363076,75.7583817,secondary,0.5
26.8363053,75.7584988,secondary,0.5
26.8308406,75.7549998,secondary,0.5
26.8293625,75.7538677,tertiary,0.3
26.833482,75.7570115,secondary,0.5
26.8363053,75.7584988,secondary,0.5
26.8354443,75.7563927,tertiary,0.3
26.8390547,75.7947793,primary,0.7
26.8388703,75.7942435,primary,0.7
26.8266999,75.7778356,tertiary,0.3
26.8752668,75.8102724,tertiary,0.3
26.8652599,75.8073682,tertiary,0.3
26.8648755,75.8072701,tertiary,0.3
26.915888,75.8205396,primary,0.7
26.9094287,75.8189212,primary,0.7
26.9098057,75.818843,primary,0.7
26.9060513,75.738902,tertiary,0.3
26.9057249,75.7410714,tertiary,0.3
26.906008,75.7387087,tertiary,0.3
26.8865093,75.7541307,tertiary,0.3
26.9181146,75.7300302,trunk,0.9
26.9152754,75.729723,trunk,0.9
26.9171959,75.7300901,trunk,0.9
26.9151135,75.7298542,trunk,0.9
26.8572572,75.794641,tertiary,0.3
26.9451289,75.737616,primary,0.7
26.7831589,75.8634068,tertiary,0.3
26.9159628,75.7364518,tertiary,0.3
26.8968591,75.7391076,tertiary,0.3
26.9263838,75.8094652,primary,0.7
26.9866785,75.742618,tertiary,0.3
26.9866971,75.74251,tertiary,0.3
26.8911422,75.7731405,tertiary,0.3
26.8907279,75.7717771,tertiary,0.3
26.8907437,75.7713373,tertiary,0.3
26.9399997,75.731751,tertiary,0.3
26.8133621,75.7499243,tertiary,0.3
26.811302,75.7499583,tertiary,0.3
26.8397065,75.7678277,trunk,0.9
26.846235,75.7649116,tertiary,0.3
26.8461271,75.7649,trunk,0.9
26.8338187,75.7522131,tertiary,0.3
26.8069483,75.7467249,tertiary,0.3
26.8067265,75.7513348,tertiary,0.3
26.8067902,75.7526501,tertiary,0.3
26.8796627,75.788503,tertiary,0.3
26.8851566,75.7916458,tertiary,0.3
26.8642352,75.7881703,tertiary,0.3
26.8643448,75.7877762,tertiary,0.3
26.8898339,75.7938231,tertiary,0.3
26.8889371,75.773801,tertiary,0.3
26.8902863,75.7737784,tertiary,0.3
26.8890703,75.7742418,tertiary,0.3
26.9310842,75.7183694,tertiary,0.3
26.9308401,75.7184224,tertiary,0.3
26.9185652,75.7909185,tertiary,0.3
26.9185841,75.7909926,tertiary,0.3
26.9994775,75.7322798,tertiary,0.3
27.008311,75.7206997,secondary,0.5
26.9992898,75.7322807,secondary,0.5
26.8051183,75.7995818,tertiary,0.3
26.8012758,75.8025058,tertiary,0.3
26.8058798,75.7991614,tertiary,0.3
26.8076661,75.8021263,tertiary,0.3
26.8085302,75.8036212,tertiary,0.3
26.8084008,75.8041713,tertiary,0.3
26.8084179,75.8033862,tertiary,0.3
26.9220696,75.8046556,tertiary,0.3
26.9245191,75.8067423,tertiary,0.3
27.0449528,75.739323,tertiary,0.3
26.9721033,75.7509104,secondary,0.5
26.9679778,75.7540691,secondary,0.5
26.9723289,75.7510579,secondary,0.5
26.9630854,75.7573918,tertiary,0.3
26.7976161,75.8476796,tertiary,0.3
26.8636922,75.7400296,tertiary,0.3
26.863629,75.7414166,tertiary,0.3
26.8540861,75.7378672,tertiary,0.3
26.8539516,75.7379614,tertiary,0.3
26.8538975,75.7378589,tertiary,0.3
26.8900752,75.8141186,tertiary,0.3
26.8871314,75.7342127,tertiary,0.3
26.887351,75.7346802,tertiary,0.3
26.8874941,75.735015,tertiary,0.3
26.8871314,75.7342127,tertiary,0.3
26.8396744,75.8520394,secondary,0.5
26.8431422,75.8533667,secondary,0.5
26.8434499,75.8534923,secondary,0.5
26.8553708,75.7363241,tertiary,0.3
26.8651036,75.6762699,motorway,1.0
26.8643827,75.6742202,motorway,1.0
26.8704232,75.6957435,tertiary,0.3
26.8697298,75.6928147,tertiary,0.3
26.8752026,75.7099179,tertiary,0.3
26.8957478,75.7509221,tertiary,0.3
26.8956316,75.7510778,tertiary,0.3
26.8507729,75.6550796,tertiary,0.3
26.81901,75.6535179,tertiary,0.3
26.7903489,75.6751767,tertiary,0.3
26.7981496,75.6669432,tertiary,0.3
26.7982505,75.6668293,tertiary,0.3
26.7987915,75.6637521,secondary,0.5
26.798361,75.6669325,secondary,0.5
26.798976,75.664553,secondary,0.5
26.7982824,75.667417,secondary,0.5
26.7991514,75.6626145,tertiary,0.3
26.7983352,75.6676376,tertiary,0.3
26.8921264,75.8699625,tertiary,0.3
26.8905947,75.8752964,tertiary,0.3
26.8413227,75.7474922,tertiary,0.3
26.8926889,75.8674751,tertiary,0.3
26.8742569,75.9488296,trunk,0.9
26.8743317,75.9491847,trunk,0.9
26.9508698,75.7556693,tertiary,0.3
26.9514595,75.7499219,tertiary,0.3
26.9532466,75.7489788,tertiary,0.3
26.9527876,75.7501531,tertiary,0.3
26.953378,75.7485245,tertiary,0.3
26.9355399,75.7556737,tertiary,0.3
26.9338474,75.7535923,tertiary,0.3
26.9339124,75.7532913,tertiary,0.3
26.9955178,75.7671999,trunk,0.9
26.9028994,75.7866121,tertiary,0.3
26.9026854,75.7866575,secondary,0.5
26.9029937,75.7866091,tertiary,0.3
26.9076859,75.7873946,tertiary,0.3
26.9060042,75.7844358,tertiary,0.3
26.8613373,75.6725674,tertiary,0.3
26.8008501,75.7706587,primary,0.7
26.8010161,75.7717698,primary,0.7
26.8011307,75.7718525,primary,0.7
26.8356806,75.8636283,tertiary,0.3
26.8015547,75.7722895,primary,0.7
26.813128,75.7808227,primary,0.7
27.00095,75.7764452,tertiary,0.3
27.0031176,75.7799208,tertiary,0.3
26.9026011,75.7868512,tertiary,0.3
26.9020434,75.7890491,tertiary,0.3
26.8371565,75.8001414,tertiary,0.3
26.8550241,75.6536791,tertiary,0.3
26.8045774,75.8480102,tertiary,0.3
26.855166,75.8559344,secondary,0.5
26.8553212,75.8557256,secondary,0.5
26.859513,75.8555659,secondary,0.5
26.8962257,75.8156271,tertiary,0.3
26.9357262,75.8336403,tertiary,0.3
26.951202,75.8622573,trunk,0.9
26.9512941,75.862378,tertiary,0.3
26.9203433,75.7936201,primary,0.7
26.8544802,75.6511438,tertiary,0.3
26.8547765,75.6527111,trunk,0.9
26.8367721,75.898252,tertiary,0.3
26.8368519,75.8981981,tertiary,0.3
26.9711763,75.9141044,primary,0.7
26.9765332,75.919446,primary,0.7
26.9788145,75.9244511,primary,0.7
26.969917,75.9071969,primary,0.7
26.9628866,75.8714721,primary,0.7
26.9685124,75.8876754,primary,0.7
26.9683997,75.8921029,primary,0.7
26.9670213,75.9003143,primary,0.7
26.967512,75.8967389,primary,0.7
26.9679142,75.8945583,primary,0.7
26.9679242,75.8945009,primary,0.7
26.9680152,75.8939764,primary,0.7
26.9680642,75.8936776,primary,0.7
26.9680896,75.8935291,primary,0.7
26.9682284,75.8927043,primary,0.7
26.9683325,75.8920882,primary,0.7
26.9684141,75.8915537,primary,0.7
26.9684635,75.8911959,primary,0.7
26.9685914,75.8902752,primary,0.7
26.9686629,75.8897474,primary,0.7
26.972903,75.9152377,primary,0.7
26.987011,75.9445146,primary,0.7
26.9849084,75.9400156,primary,0.7
26.9870405,75.9456146,primary,0.7
26.9845016,75.9395601,primary,0.7
26.9856653,75.9413661,primary,0.7
26.9708804,75.9123107,primary,0.7
26.9666446,75.8811118,primary,0.7
26.9677285,75.885276,primary,0.7
26.9667381,75.8810968,primary,0.7
26.9636523,75.8734568,primary,0.7
26.9608931,75.8676365,primary,0.7
26.9650415,75.8766045,primary,0.7
26.9619782,75.869718,primary,0.7
26.9625895,75.8709788,primary,0.7
26.9656247,75.8780547,primary,0.7
26.9138235,75.7912052,tertiary,0.3
26.7477143,75.9119109,motorway,1.0
26.7502029,75.9145613,motorway,1.0
26.7493902,75.9135183,motorway,1.0
26.7505248,75.9146514,motorway,1.0
26.989435,75.9540602,primary,0.7
26.8564689,75.6570546,tertiary,0.3
26.8409318,75.7938104,primary,0.7
26.8408469,75.7938131,primary,0.7
26.8356781,75.7943107,primary,0.7
26.8392523,75.793572,primary,0.7
26.8394649,75.7937258,primary,0.7
26.8901198,75.7359885,tertiary,0.3
26.8700892,75.6929219,tertiary,0.3
26.838958,75.7830034,primary,0.7
26.8388859,75.7849912,primary,0.7
26.8385875,75.7873064,primary,0.7
26.8388824,75.7852463,primary,0.7
26.8324946,75.8404355,secondary,0.5
26.8324843,75.8406002,secondary,0.5
26.8322724,75.8407516,secondary,0.5
26.832274,75.8409152,secondary,0.5
26.8395221,75.8333589,secondary,0.5
26.8389525,75.8335602,secondary,0.5
26.8555617,75.8050526,primary,0.7
26.855702,75.8050813,primary,0.7
26.8555975,75.8049421,primary,0.7
26.8607993,75.8063346,primary,0.7
26.8603482,75.8062784,primary,0.7
26.8629816,75.7991073,primary,0.7
26.862807,75.7991048,primary,0.7
26.859043,75.7954582,primary,0.7
26.8585779,75.7954992,primary,0.7
26.8535608,75.7946549,primary,0.7
26.8533287,75.7947455,primary,0.7
26.8426804,75.7936635,primary,0.7
26.8428216,75.7935659,primary,0.7
26.8736367,75.7974265,primary,0.7
26.8735063,75.7974974,primary,0.7
26.8669842,75.7852011,primary,0.7
26.8669921,75.7850435,primary,0.7
26.863699,75.790104,primary,0.7
26.8637097,75.7904294,primary,0.7
26.7670855,75.8426455,secondary,0.5
26.7669565,75.8424968,secondary,0.5
26.9650382,75.7562907,secondary,0.5
26.9649464,75.7564441,secondary,0.5
26.9587354,75.7588145,secondary,0.5
26.9589674,75.7585873,secondary,0.5
26.9366049,75.7566029,secondary,0.5
26.9321851,75.7519967,secondary,0.5
26.9320945,75.7520348,secondary,0.5
26.9364794,75.7565949,secondary,0.5
26.920494,75.7901719,primary,0.7
26.9216048,75.7968364,primary,0.7
26.9203974,75.7900373,primary,0.7
26.8283715,75.7755159,trunk,0.9
26.8284162,75.7753456,trunk,0.9
26.8257931,75.7785464,trunk,0.9
26.8258776,75.7784082,trunk,0.9
26.8244583,75.779228,trunk,0.9
26.8245959,75.7790817,trunk,0.9
26.8248837,75.7789361,trunk,0.9
26.8246066,75.7791598,trunk,0.9
26.8401484,75.7939364,primary,0.7
26.8388047,75.7939773,primary,0.7
26.8388438,75.793669,primary,0.7
26.8380681,75.7940141,primary,0.7
26.837902,75.7937227,primary,0.7
26.8215003,75.7954424,primary,0.7
26.8211555,75.7956289,primary,0.7
26.8161879,75.7991626,primary,0.7
26.8162871,75.7989755,primary,0.7
26.7794339,75.8268356,trunk,0.9
26.7790635,75.8271436,trunk,0.9
26.7783174,75.8276499,trunk,0.9
26.7792694,75.826873,trunk,0.9
26.7719245,75.8325201,trunk,0.9
26.7717613,75.8327926,trunk,0.9
26.9443025,75.7649587,secondary,0.5
26.9428079,75.7627123,primary,0.7
26.9427409,75.7627862,primary,0.7
26.9420267,75.7627862,secondary,0.5
26.9421162,75.7628816,secondary,0.5
26.9404658,75.7722817,primary,0.7
26.9398441,75.7815486,primary,0.7
26.9144174,75.7935112,trunk,0.9
26.9142683,75.7934114,trunk,0.9
26.9124568,75.7875963,trunk,0.9
26.9123142,75.7874736,trunk,0.9
26.8999061,75.7688178,trunk,0.9
26.8975558,75.7543022,trunk,0.9
26.901456,75.7831278,secondary,0.5
26.9004781,75.7906917,tertiary,0.3
26.9024167,75.7902006,tertiary,0.3
26.9064742,75.8461973,trunk,0.9
26.9065462,75.8462121,trunk,0.9
26.9011116,75.8439887,trunk,0.9
26.9014352,75.8436475,trunk,0.9
27.0001748,75.7747438,trunk,0.9
27.0000186,75.7747486,trunk,0.9
26.9756843,75.7534931,trunk,0.9
26.9768132,75.7542815,trunk,0.9
26.9754768,75.7534918,trunk,0.9
26.976512,75.7542048,trunk,0.9
26.9708296,75.7500632,trunk,0.9
26.9705607,75.7499331,trunk,0.9
26.9610473,75.7376271,trunk,0.9
26.9644608,75.7419858,trunk,0.9
26.9600988,75.7367086,trunk,0.9
26.9641358,75.7417815,trunk,0.9
26.9136754,75.7295316,trunk,0.9
26.9115165,75.7292933,trunk,0.9
26.9137902,75.7297066,trunk,0.9
26.91131,75.7294223,trunk,0.9
26.9073234,75.7289656,trunk,0.9
26.9056495,75.7287727,trunk,0.9
26.9092058,75.7290448,trunk,0.9
26.9059062,75.7286665,trunk,0.9
27.0121416,75.7936228,trunk,0.9
27.0087507,75.7886127,trunk,0.9
26.8911481,75.7356638,trunk,0.9
26.7698189,75.8457523,tertiary,0.3
26.7678023,75.845305,tertiary,0.3
26.8426279,75.8157981,secondary,0.5
26.8428971,75.816436,secondary,0.5
26.8450402,75.8189638,secondary,0.5
26.8445583,75.8185293,secondary,0.5
26.8426971,75.8161819,secondary,0.5
26.8837304,75.7987166,primary,0.7
26.8835013,75.79939,primary,0.7
26.8793586,75.7692558,primary,0.7
26.8803915,75.7650401,primary,0.7
26.8801696,75.7648011,primary,0.7
26.9062656,75.8422905,trunk,0.9
26.9033872,75.8452382,trunk,0.9
26.9031694,75.8454439,trunk,0.9
26.9027632,75.8456482,trunk,0.9
26.9032184,75.8452729,trunk,0.9
26.9064306,75.8418454,trunk,0.9
26.8390872,75.7912648,primary,0.7
26.8389977,75.7910978,primary,0.7
26.8391796,75.7980026,primary,0.7
26.8390302,75.7962805,primary,0.7
26.802269,75.8534295,secondary,0.5
26.8019684,75.8525389,secondary,0.5
26.9008241,75.7743606,secondary,0.5
26.9094477,75.7905088,tertiary,0.3
26.9209489,75.7880072,primary,0.7
26.9203653,75.7889667,primary,0.7
26.9763145,75.8765978,tertiary,0.3
26.9380888,75.8020536,secondary,0.5
26.9011398,75.8291255,tertiary,0.3
26.9009843,75.8285247,tertiary,0.3
26.8355738,75.8846337,tertiary,0.3
26.8497894,75.7783994,tertiary,0.3
26.8507105,75.8249427,secondary,0.5
26.8193138,75.7460223,tertiary,0.3
26.8170507,75.7481049,tertiary,0.3
26.9872644,75.7040595,tertiary,0.3
26.9837414,75.7004588,tertiary,0.3
27.0103076,75.6713162,tertiary,0.3
26.8415102,75.8759613,tertiary,0.3
26.7867289,75.8449372,tertiary,0.3
26.8108582,75.7803327,primary,0.7
26.7854652,75.845099,tertiary,0.3
26.8114922,75.813488,tertiary,0.3
26.8285039,75.7396651,tertiary,0.3
26.9403073,75.7776257,tertiary,0.3
26.8445968,75.8015833,tertiary,0.3
26.8836939,75.7987225,primary,0.7
26.9328479,75.7312269,tertiary,0.3
26.9328689,75.7313883,tertiary,0.3
26.9329547,75.7316067,tertiary,0.3
26.8837777,75.7984091,primary,0.7
26.8785056,75.9274607,motorway,1.0
26.8770968,75.9274483,motorway,1.0
26.8778443,75.9275707,motorway,1.0
26.8827348,75.9281657,motorway,1.0
26.8846181,75.9281457,motorway,1.0
26.8806274,75.9278372,motorway,1.0
26.887079,75.9279462,motorway,1.0
26.8393378,75.7935222,tertiary,0.3
26.8390106,75.7986266,tertiary,0.3
26.9096264,75.7083212,tertiary,0.3
26.9094135,75.7062155,tertiary,0.3
27.0499517,75.6492775,tertiary,0.3
27.0203333,75.8013574,trunk,0.9
27.0273654,75.8068071,trunk,0.9
27.020248,75.8015462,trunk,0.9
27.0271489,75.8068879,trunk,0.9
26.9027568,75.7747908,secondary,0.5
26.7768064,75.737556,tertiary,0.3
26.7708377,75.7421612,tertiary,0.3
26.7745797,75.8664606,tertiary,0.3
26.903878,75.7168883,tertiary,0.3
26.9045944,75.7204605,tertiary,0.3
26.9043694,75.7181161,tertiary,0.3
26.9037759,75.7168229,tertiary,0.3
26.7993819,75.7955003,tertiary,0.3
26.7993412,75.7967899,tertiary,0.3
26.799479,75.7968367,tertiary,0.3
26.79969,75.7980145,tertiary,0.3
26.7995208,75.79797,tertiary,0.3
26.7996586,75.7986924,tertiary,0.3
26.7998237,75.7987831,tertiary,0.3
26.9024965,75.7931171,secondary,0.5
26.7815409,75.8469892,tertiary,0.3
26.7812962,75.8469891,tertiary,0.3
26.9005776,75.9395283,motorway,1.0
26.9017091,75.9432015,motorway,1.0
26.9004282,75.9396209,motorway,1.0
26.901464,75.9429476,motorway,1.0
26.9030571,75.9477652,motorway,1.0
26.9036085,75.9495949,motorway,1.0
26.9021883,75.9452534,motorway,1.0
26.9034297,75.949468,motorway,1.0
26.9046203,75.9536988,motorway,1.0
26.904447,75.9536804,motorway,1.0
26.8894844,75.7687421,tertiary,0.3
26.8069049,75.822239,tertiary,0.3
26.8075929,75.822303,tertiary,0.3
26.8071296,75.8223727,tertiary,0.3
26.9432219,75.7585615,primary,0.7
26.9426643,75.7604817,tertiary,0.3
26.9424486,75.7655744,tertiary,0.3
26.9423895,75.7647803,tertiary,0.3
26.9421396,75.7628321,secondary,0.5
26.9412054,75.7618197,secondary,0.5
26.9401588,75.7908324,tertiary,0.3
26.9400957,75.791071,tertiary,0.3
26.940172,75.7911308,tertiary,0.3
26.7814866,75.8290909,tertiary,0.3
26.9013431,75.7945597,secondary,0.5
26.9713079,75.7771603,tertiary,0.3
26.7971097,75.8132289,tertiary,0.3
26.8051044,75.8072564,tertiary,0.3
26.7985149,75.8121674,tertiary,0.3
26.9178751,75.8488449,trunk,0.9
26.8789858,75.9277827,motorway,1.0
26.8830408,75.9280392,motorway,1.0
26.8321844,75.841263,tertiary,0.3
26.8438648,75.7362545,tertiary,0.3
26.8464351,75.7398667,tertiary,0.3
26.8469835,75.740656,tertiary,0.3
26.8467336,75.7405404,tertiary,0.3
26.8463961,75.740026,tertiary,0.3
26.8440501,75.7359098,tertiary,0.3
26.8439518,75.7360003,tertiary,0.3
26.8957362,75.7332256,trunk,0.9
26.89713,75.7325272,trunk,0.9
26.8957434,75.7333973,trunk,0.9
26.8970846,75.7327031,trunk,0.9
26.9468564,75.8401768,secondary,0.5
26.940443,75.7738389,primary,0.7
26.9404571,75.7738011,primary,0.7
26.8852091,75.7290032,tertiary,0.3
26.8856776,75.7288641,tertiary,0.3
26.848126,75.8138602,tertiary,0.3
26.8483864,75.8141008,tertiary,0.3
26.7994731,75.7967912,tertiary,0.3
26.7993289,75.796632,tertiary,0.3
26.8625011,75.6748411,trunk,0.9
26.8598549,75.6769997,motorway,1.0
26.8600986,75.6767673,motorway,1.0
26.9087564,75.7908291,tertiary,0.3
26.9244256,75.6981073,secondary,0.5
26.926683,75.8077878,primary,0.7
26.926319,75.8075161,primary,0.7
26.8762801,75.9357109,tertiary,0.3
26.87877,75.9240787,tertiary,0.3
26.8843541,75.7401561,tertiary,0.3
26.8725296,75.9265842,motorway,1.0
26.8715647,75.9264292,motorway,1.0
26.8720529,75.9266704,motorway,1.0
26.8713296,75.9265502,motorway,1.0
26.8472388,75.9244469,motorway,1.0
26.8457765,75.9242202,motorway,1.0
26.8472344,75.9246372,motorway,1.0
26.8454172,75.9242964,motorway,1.0
26.835638,75.9209175,motorway,1.0
26.8344573,75.920433,motorway,1.0
26.8351533,75.9209278,motorway,1.0
26.8342622,75.9205153,motorway,1.0
26.8306239,75.9186485,motorway,1.0
26.8271666,75.9173278,motorway,1.0
26.8301213,75.9185866,motorway,1.0
26.8268564,75.917437,motorway,1.0
26.8698438,75.6925956,trunk,0.9
26.8694873,75.6921315,trunk,0.9
26.8703131,75.6953142,tertiary,0.3
26.8704839,75.6952751,trunk,0.9
26.8700352,75.6936121,trunk,0.9
26.9210526,75.7879836,primary,0.7
26.9591767,75.7724839,tertiary,0.3
26.9592304,75.7724718,tertiary,0.3
26.903127,75.7931487,tertiary,0.3
26.8265658,75.7942341,primary,0.7
26.9260843,75.8072119,primary,0.7
26.9259788,75.8072544,primary,0.7
26.922222,75.722374,secondary,0.5
26.9056412,75.742921,tertiary,0.3
26.9095306,75.718266,tertiary,0.3
26.9094964,75.7174401,tertiary,0.3
26.9060238,75.7385421,tertiary,0.3
26.9059733,75.7368449,tertiary,0.3
26.8910768,75.8024832,tertiary,0.3
26.8939188,75.7963958,tertiary,0.3
26.8810935,75.799761,primary,0.7
26.8255294,75.731238,tertiary,0.3
26.8243146,75.7308702,tertiary,0.3
26.833451,75.7327724,tertiary,0.3
26.8636751,75.7387696,tertiary,0.3
26.863631,75.7412714,tertiary,0.3
26.8638284,75.7375175,tertiary,0.3
26.8637634,75.7373794,tertiary,0.3
26.8635353,75.7414017,tertiary,0.3
26.8635341,75.7428704,tertiary,0.3
26.8969848,75.8105061,tertiary,0.3
26.8964069,75.8117444,tertiary,0.3
